"Plot"	"Block"	"Treatment"	"GrazeTime"	"Sample"	"Substrate"	"Enzyme_nm_g_hr"
"9"	"3"	"HI"	"PRE"	"1"	"LAP"	504.8908041
"9"	"3"	"HI"	"24H"	"1"	"LAP"	879.3127754
"9"	"3"	"HI"	"1WK"	"1"	"LAP"	753.5454794
"9"	"3"	"HI"	"4WK"	"1"	"LAP"	874.6829456
"9"	"3"	"HI"	"PRE"	"1"	"NAG"	16.59321362
"9"	"3"	"HI"	"24H"	"1"	"NAG"	59.04026202
"9"	"3"	"HI"	"1WK"	"1"	"NAG"	27.97512861
"9"	"3"	"HI"	"4WK"	"1"	"NAG"	41.39925259
"9"	"3"	"HI"	"PRE"	"1"	"PER1"	13.20392483
"9"	"3"	"HI"	"24H"	"1"	"PER1"	2.199119254
"9"	"3"	"HI"	"1WK"	"1"	"PER1"	0
"9"	"3"	"HI"	"4WK"	"1"	"PER1"	5.681934397
"9"	"3"	"HI"	"PRE"	"1"	"PEROX"	11.22473135
"9"	"3"	"HI"	"24H"	"1"	"PEROX"	4.664243878
"9"	"3"	"HI"	"1WK"	"1"	"PEROX"	0.924057
"9"	"3"	"HI"	"4WK"	"1"	"PEROX"	9.970781155
"9"	"3"	"HI"	"PRE"	"1"	"PHENOX"	0
"9"	"3"	"HI"	"24H"	"1"	"PHENOX"	2.465124625
"9"	"3"	"HI"	"1WK"	"1"	"PHENOX"	2.591711489
"9"	"3"	"HI"	"4WK"	"1"	"PHENOX"	4.288846758
"9"	"3"	"HI"	"PRE"	"1"	"PHOS"	4.520592687
"9"	"3"	"HI"	"24H"	"1"	"PHOS"	9.553677412
"9"	"3"	"HI"	"1WK"	"1"	"PHOS"	27.66473306
"9"	"3"	"HI"	"4WK"	"1"	"PHOS"	0
"9"	"3"	"HI"	"PRE"	"2"	"AG"	30.17802855
"9"	"3"	"HI"	"24H"	"2"	"AG"	17.34060156
"9"	"3"	"HI"	"1WK"	"2"	"AG"	17.19383638
"9"	"3"	"HI"	"4WK"	"2"	"AG"	13.48941508
"9"	"3"	"HI"	"PRE"	"2"	"BG"	447.2306191
"9"	"3"	"HI"	"24H"	"2"	"BG"	418.6263965
"9"	"3"	"HI"	"1WK"	"2"	"BG"	392.7873163
"9"	"3"	"HI"	"4WK"	"2"	"BG"	374.4747611
"9"	"3"	"HI"	"PRE"	"2"	"BX"	68.85898556
"9"	"3"	"HI"	"24H"	"2"	"BX"	51.63386471
"9"	"3"	"HI"	"1WK"	"2"	"BX"	48.95658745
"9"	"3"	"HI"	"4WK"	"2"	"BX"	41.81333169
"9"	"3"	"HI"	"PRE"	"2"	"CBH"	42.47884156
"9"	"3"	"HI"	"24H"	"2"	"CBH"	29.04860112
"9"	"3"	"HI"	"1WK"	"2"	"CBH"	18.65564168
"9"	"3"	"HI"	"4WK"	"2"	"CBH"	34.00070371
"9"	"3"	"HI"	"PRE"	"2"	"LAP"	416.1102491
"9"	"3"	"HI"	"24H"	"2"	"LAP"	442.2896821
"9"	"3"	"HI"	"1WK"	"2"	"LAP"	599.3347618
"9"	"3"	"HI"	"4WK"	"2"	"LAP"	485.7968567
"9"	"3"	"HI"	"PRE"	"2"	"NAG"	22.93741617
"9"	"3"	"HI"	"24H"	"2"	"NAG"	13.25990491
"9"	"3"	"HI"	"1WK"	"2"	"NAG"	27.62504154
"9"	"3"	"HI"	"4WK"	"2"	"NAG"	7.03848853
"9"	"3"	"HI"	"PRE"	"2"	"PER1"	12.21583734
"9"	"3"	"HI"	"24H"	"2"	"PER1"	0
"9"	"3"	"HI"	"1WK"	"2"	"PER1"	0.77668463
"9"	"3"	"HI"	"4WK"	"2"	"PER1"	4.259315793
"9"	"3"	"HI"	"PRE"	"2"	"PEROX"	16.378099
"9"	"3"	"HI"	"24H"	"2"	"PEROX"	0.733614146
"9"	"3"	"HI"	"1WK"	"2"	"PEROX"	9.90283473
"9"	"3"	"HI"	"4WK"	"2"	"PEROX"	7.000792713
"9"	"3"	"HI"	"PRE"	"2"	"PHENOX"	4.162261657
"9"	"3"	"HI"	"24H"	"2"	"PHENOX"	1.621898608
"9"	"3"	"HI"	"1WK"	"2"	"PHENOX"	9.1261501
"9"	"3"	"HI"	"4WK"	"2"	"PHENOX"	2.74147692
"9"	"3"	"HI"	"PRE"	"2"	"PHOS"	0
"9"	"3"	"HI"	"24H"	"2"	"PHOS"	0
"9"	"3"	"HI"	"1WK"	"2"	"PHOS"	102.5944892
"9"	"3"	"HI"	"4WK"	"2"	"PHOS"	0
"9"	"3"	"HI"	"PRE"	"3"	"AG"	47.42142821
"9"	"3"	"HI"	"24H"	"3"	"AG"	12.85611728
"9"	"3"	"HI"	"1WK"	"3"	"AG"	21.04952056
"9"	"3"	"HI"	"4WK"	"3"	"AG"	40.1646647
"9"	"3"	"HI"	"PRE"	"3"	"BG"	624.0830472
"9"	"3"	"HI"	"24H"	"3"	"BG"	491.6091733
"9"	"3"	"HI"	"1WK"	"3"	"BG"	455.9006255
"9"	"3"	"HI"	"4WK"	"3"	"BG"	374.4909879
"9"	"3"	"HI"	"PRE"	"3"	"BX"	109.7316384
"9"	"3"	"HI"	"24H"	"3"	"BX"	45.80473139
"9"	"3"	"HI"	"1WK"	"3"	"BX"	58.48521926
"9"	"3"	"HI"	"4WK"	"3"	"BX"	67.80304577
"9"	"3"	"HI"	"PRE"	"3"	"CBH"	69.16646188
"9"	"3"	"HI"	"24H"	"3"	"CBH"	3.51901214
"9"	"3"	"HI"	"1WK"	"3"	"CBH"	62.41967281
"9"	"3"	"HI"	"4WK"	"3"	"CBH"	51.08582183
"9"	"3"	"HI"	"PRE"	"3"	"LAP"	406.9826232
"9"	"3"	"HI"	"24H"	"3"	"LAP"	542.5028428
"9"	"3"	"HI"	"1WK"	"3"	"LAP"	492.9136465
"9"	"3"	"HI"	"4WK"	"3"	"LAP"	487.4213784
"9"	"3"	"HI"	"PRE"	"3"	"NAG"	57.14339167
"9"	"3"	"HI"	"24H"	"3"	"NAG"	19.4398062
"9"	"3"	"HI"	"1WK"	"3"	"NAG"	42.20847623
"9"	"3"	"HI"	"4WK"	"3"	"NAG"	34.26327407
"9"	"3"	"HI"	"PRE"	"3"	"PER1"	2.870252624
"9"	"3"	"HI"	"24H"	"3"	"PER1"	4.797037164
"9"	"3"	"HI"	"1WK"	"3"	"PER1"	0.440837975
"9"	"3"	"HI"	"4WK"	"3"	"PER1"	0
"9"	"3"	"HI"	"PRE"	"3"	"PEROX"	6.485727202
"9"	"3"	"HI"	"24H"	"3"	"PEROX"	14.49640004
"9"	"3"	"HI"	"1WK"	"3"	"PEROX"	3.910935849
"9"	"3"	"HI"	"4WK"	"3"	"PEROX"	0.111286641
"9"	"3"	"HI"	"PRE"	"3"	"PHENOX"	3.615474578
"9"	"3"	"HI"	"24H"	"3"	"PHENOX"	9.69936288
"9"	"3"	"HI"	"1WK"	"3"	"PHENOX"	3.470097874
"9"	"3"	"HI"	"4WK"	"3"	"PHENOX"	2.03485545
"9"	"3"	"HI"	"PRE"	"3"	"PHOS"	0.192402318
"9"	"3"	"HI"	"24H"	"3"	"PHOS"	0
"9"	"3"	"HI"	"1WK"	"3"	"PHOS"	124.3497435
"9"	"3"	"HI"	"4WK"	"3"	"PHOS"	0
"9"	"3"	"HI"	"PRE"	"4"	"AG"	47.63448354
"9"	"3"	"HI"	"24H"	"4"	"AG"	25.09603637
"9"	"3"	"HI"	"1WK"	"4"	"AG"	2.24064992
"9"	"3"	"HI"	"4WK"	"4"	"AG"	27.68084727
"9"	"3"	"HI"	"PRE"	"4"	"BG"	638.5635989
"9"	"3"	"HI"	"24H"	"4"	"BG"	517.3235689
"9"	"3"	"HI"	"1WK"	"4"	"BG"	387.9746342
"9"	"3"	"HI"	"4WK"	"4"	"BG"	379.0604884
"9"	"3"	"HI"	"PRE"	"4"	"BX"	99.50498606
"9"	"3"	"HI"	"24H"	"4"	"BX"	88.12714639
"9"	"3"	"HI"	"1WK"	"4"	"BX"	28.9330175
"9"	"3"	"HI"	"4WK"	"4"	"BX"	56.70879222
"9"	"3"	"HI"	"PRE"	"4"	"CBH"	69.28341333
"9"	"3"	"HI"	"24H"	"4"	"CBH"	12.06123213
"9"	"3"	"HI"	"1WK"	"4"	"CBH"	6.771579881
"9"	"3"	"HI"	"4WK"	"4"	"CBH"	45.5041369
"9"	"3"	"HI"	"PRE"	"4"	"LAP"	450.7346374
"9"	"3"	"HI"	"24H"	"4"	"LAP"	576.723674
"9"	"3"	"HI"	"1WK"	"4"	"LAP"	474.1802327
"9"	"3"	"HI"	"4WK"	"4"	"LAP"	491.0482897
"9"	"3"	"HI"	"PRE"	"4"	"NAG"	40.30254502
"9"	"3"	"HI"	"24H"	"4"	"NAG"	33.70047004
"9"	"3"	"HI"	"1WK"	"4"	"NAG"	0.546215504
"9"	"3"	"HI"	"4WK"	"4"	"NAG"	26.41616301
"9"	"3"	"HI"	"PRE"	"4"	"PER1"	9.488492024
"9"	"3"	"HI"	"24H"	"4"	"PER1"	5.677215282
"9"	"3"	"HI"	"1WK"	"4"	"PER1"	4.354566082
"9"	"3"	"HI"	"4WK"	"4"	"PER1"	1.959187707
"9"	"3"	"HI"	"PRE"	"4"	"PEROX"	7.066935921
"9"	"3"	"HI"	"24H"	"4"	"PEROX"	10.30197709
"9"	"3"	"HI"	"1WK"	"4"	"PEROX"	11.04087851
"9"	"3"	"HI"	"4WK"	"4"	"PEROX"	6.811088428
"9"	"3"	"HI"	"PRE"	"4"	"PHENOX"	0
"9"	"3"	"HI"	"24H"	"4"	"PHENOX"	4.624761808
"9"	"3"	"HI"	"1WK"	"4"	"PHENOX"	6.686312427
"9"	"3"	"HI"	"4WK"	"4"	"PHENOX"	4.851900722
"9"	"3"	"HI"	"PRE"	"4"	"PHOS"	11.29473975
"9"	"3"	"HI"	"24H"	"4"	"PHOS"	0.74431972
"9"	"3"	"HI"	"1WK"	"4"	"PHOS"	131.3689029
"9"	"3"	"HI"	"4WK"	"4"	"PHOS"	0
"9"	"3"	"HI"	"PRE"	"5"	"AG"	3.8054602
"9"	"3"	"HI"	"24H"	"5"	"AG"	16.9517125
"9"	"3"	"HI"	"1WK"	"5"	"AG"	21.02309494
"9"	"3"	"HI"	"4WK"	"5"	"AG"	22.73596557
"9"	"3"	"HI"	"PRE"	"5"	"BG"	341.4628004
"9"	"3"	"HI"	"24H"	"5"	"BG"	394.5387712
"9"	"3"	"HI"	"1WK"	"5"	"BG"	374.5885135
"9"	"3"	"HI"	"4WK"	"5"	"BG"	424.0313243
"9"	"3"	"HI"	"PRE"	"5"	"BX"	26.77237379
"9"	"3"	"HI"	"24H"	"5"	"BX"	51.70676442
"9"	"3"	"HI"	"1WK"	"5"	"BX"	39.38314495
"9"	"3"	"HI"	"4WK"	"5"	"BX"	48.48799108
"9"	"3"	"HI"	"PRE"	"5"	"CBH"	31.81781608
"9"	"3"	"HI"	"24H"	"5"	"CBH"	0.499807163
"9"	"3"	"HI"	"1WK"	"5"	"CBH"	15.13285675
"9"	"3"	"HI"	"4WK"	"5"	"CBH"	45.42525722
"9"	"3"	"HI"	"PRE"	"5"	"LAP"	434.0315563
"9"	"3"	"HI"	"24H"	"5"	"LAP"	619.051015
"9"	"3"	"HI"	"1WK"	"5"	"LAP"	449.5767395
"9"	"3"	"HI"	"4WK"	"5"	"LAP"	419.3179983
"9"	"3"	"HI"	"PRE"	"5"	"NAG"	0
"9"	"3"	"HI"	"24H"	"5"	"NAG"	16.54623418
"9"	"3"	"HI"	"1WK"	"5"	"NAG"	6.945506429
"9"	"3"	"HI"	"4WK"	"5"	"NAG"	20.19532605
"9"	"3"	"HI"	"PRE"	"5"	"PER1"	9.692172511
"9"	"3"	"HI"	"24H"	"5"	"PER1"	2.944558225
"9"	"3"	"HI"	"1WK"	"5"	"PER1"	1.267474214
"9"	"3"	"HI"	"4WK"	"5"	"PER1"	0
"9"	"3"	"HI"	"PRE"	"5"	"PEROX"	10.71538339
"9"	"3"	"HI"	"24H"	"5"	"PEROX"	13.2887603
"9"	"3"	"HI"	"1WK"	"5"	"PEROX"	3.226484933
"9"	"3"	"HI"	"4WK"	"5"	"PEROX"	1.996826797
"9"	"3"	"HI"	"PRE"	"5"	"PHENOX"	1.023210879
"9"	"3"	"HI"	"24H"	"5"	"PHENOX"	10.34420208
"9"	"3"	"HI"	"1WK"	"5"	"PHENOX"	1.95901072
"9"	"3"	"HI"	"4WK"	"5"	"PHENOX"	3.071403873
"9"	"3"	"HI"	"PRE"	"5"	"PHOS"	0
"9"	"3"	"HI"	"24H"	"5"	"PHOS"	0
"9"	"3"	"HI"	"1WK"	"5"	"PHOS"	0
"9"	"3"	"HI"	"4WK"	"5"	"PHOS"	0
"10"	"4"	"HI"	"PRE"	"1"	"AG"	35.09902851
"10"	"4"	"HI"	"24H"	"1"	"AG"	10.58132835
"10"	"4"	"HI"	"1WK"	"1"	"AG"	14.68097335
"10"	"4"	"HI"	"4WK"	"1"	"AG"	22.96667789
"10"	"4"	"HI"	"PRE"	"1"	"BG"	433.1460067
"10"	"4"	"HI"	"24H"	"1"	"BG"	254.4227178
"10"	"4"	"HI"	"1WK"	"1"	"BG"	311.3632953
"10"	"4"	"HI"	"4WK"	"1"	"BG"	480.4175832
"10"	"4"	"HI"	"PRE"	"1"	"BX"	71.71085484
"10"	"4"	"HI"	"24H"	"1"	"BX"	24.80210283
"10"	"4"	"HI"	"1WK"	"1"	"BX"	36.40445748
"10"	"4"	"HI"	"4WK"	"1"	"BX"	55.71887071
"10"	"4"	"HI"	"PRE"	"1"	"CBH"	47.73225508
"10"	"4"	"HI"	"24H"	"1"	"CBH"	0
"10"	"4"	"HI"	"1WK"	"1"	"CBH"	6.871264888
"10"	"4"	"HI"	"4WK"	"1"	"CBH"	48.79997374
"10"	"4"	"HI"	"PRE"	"1"	"LAP"	436.4902685
"10"	"4"	"HI"	"24H"	"1"	"LAP"	441.2224925
"10"	"4"	"HI"	"1WK"	"1"	"LAP"	342.1411244
"10"	"4"	"HI"	"4WK"	"1"	"LAP"	609.6755093
"10"	"4"	"HI"	"PRE"	"1"	"NAG"	31.17372859
"10"	"4"	"HI"	"24H"	"1"	"NAG"	7.14759476
"10"	"4"	"HI"	"1WK"	"1"	"NAG"	0
"10"	"4"	"HI"	"4WK"	"1"	"NAG"	33.11927831
"10"	"4"	"HI"	"PRE"	"1"	"PER1"	3.475218861
"10"	"4"	"HI"	"24H"	"1"	"PER1"	0.357990214
"10"	"4"	"HI"	"1WK"	"1"	"PER1"	1.870374274
"10"	"4"	"HI"	"4WK"	"1"	"PER1"	0
"10"	"4"	"HI"	"PRE"	"1"	"PEROX"	1.255487939
"10"	"4"	"HI"	"24H"	"1"	"PEROX"	3.343696017
"10"	"4"	"HI"	"1WK"	"1"	"PEROX"	1.150455026
"10"	"4"	"HI"	"4WK"	"1"	"PEROX"	2.467221997
"10"	"4"	"HI"	"PRE"	"1"	"PHENOX"	0
"10"	"4"	"HI"	"24H"	"1"	"PHENOX"	2.985705804
"10"	"4"	"HI"	"1WK"	"1"	"PHENOX"	0
"10"	"4"	"HI"	"4WK"	"1"	"PHENOX"	3.231913073
"10"	"4"	"HI"	"PRE"	"1"	"PHOS"	0
"10"	"4"	"HI"	"24H"	"1"	"PHOS"	0
"10"	"4"	"HI"	"1WK"	"1"	"PHOS"	0
"10"	"4"	"HI"	"4WK"	"1"	"PHOS"	0
"10"	"4"	"HI"	"PRE"	"2"	"AG"	10.48117517
"10"	"4"	"HI"	"24H"	"2"	"AG"	15.09576003
"10"	"4"	"HI"	"1WK"	"2"	"AG"	13.46607324
"10"	"4"	"HI"	"4WK"	"2"	"AG"	43.24748691
"10"	"4"	"HI"	"PRE"	"2"	"BG"	354.9495421
"10"	"4"	"HI"	"24H"	"2"	"BG"	308.7006529
"10"	"4"	"HI"	"1WK"	"2"	"BG"	349.7749639
"10"	"4"	"HI"	"4WK"	"2"	"BG"	567.7636685
"10"	"4"	"HI"	"PRE"	"2"	"BX"	40.42804139
"10"	"4"	"HI"	"24H"	"2"	"BX"	49.30741343
"10"	"4"	"HI"	"1WK"	"2"	"BX"	43.47716454
"10"	"4"	"HI"	"4WK"	"2"	"BX"	91.90187682
"10"	"4"	"HI"	"PRE"	"2"	"CBH"	32.5137979
"10"	"4"	"HI"	"24H"	"2"	"CBH"	0
"10"	"4"	"HI"	"1WK"	"2"	"CBH"	8.707036946
"10"	"4"	"HI"	"4WK"	"2"	"CBH"	64.0753041
"10"	"4"	"HI"	"PRE"	"2"	"LAP"	653.0717982
"10"	"4"	"HI"	"24H"	"2"	"LAP"	447.0828401
"10"	"4"	"HI"	"1WK"	"2"	"LAP"	496.3012297
"10"	"4"	"HI"	"4WK"	"2"	"LAP"	467.8784542
"10"	"4"	"HI"	"PRE"	"2"	"NAG"	30.05647809
"10"	"4"	"HI"	"24H"	"2"	"NAG"	17.44070963
"10"	"4"	"HI"	"1WK"	"2"	"NAG"	18.94333783
"10"	"4"	"HI"	"4WK"	"2"	"NAG"	52.99001532
"10"	"4"	"HI"	"PRE"	"2"	"PER1"	14.51170964
"10"	"4"	"HI"	"24H"	"2"	"PER1"	3.780700134
"10"	"4"	"HI"	"1WK"	"2"	"PER1"	1.021205095
"10"	"4"	"HI"	"4WK"	"2"	"PER1"	2.011084021
"10"	"4"	"HI"	"PRE"	"2"	"PEROX"	13.37140932
"10"	"4"	"HI"	"24H"	"2"	"PEROX"	11.8448813
"10"	"4"	"HI"	"1WK"	"2"	"PEROX"	4.384977425
"10"	"4"	"HI"	"4WK"	"2"	"PEROX"	0.517775638
"10"	"4"	"HI"	"PRE"	"2"	"PHENOX"	0
"10"	"4"	"HI"	"24H"	"2"	"PHENOX"	8.064181171
"10"	"4"	"HI"	"1WK"	"2"	"PHENOX"	3.363772329
"10"	"4"	"HI"	"4WK"	"2"	"PHENOX"	0
"10"	"4"	"HI"	"PRE"	"2"	"PHOS"	0
"10"	"4"	"HI"	"24H"	"2"	"PHOS"	0
"10"	"4"	"HI"	"1WK"	"2"	"PHOS"	55.96049397
"10"	"4"	"HI"	"4WK"	"2"	"PHOS"	0
"10"	"4"	"HI"	"PRE"	"3"	"AG"	12.87113794
"10"	"4"	"HI"	"24H"	"3"	"AG"	24.04645683
"10"	"4"	"HI"	"1WK"	"3"	"AG"	0
"10"	"4"	"HI"	"4WK"	"3"	"AG"	28.52569289
"10"	"4"	"HI"	"PRE"	"3"	"BG"	298.1208966
"10"	"4"	"HI"	"24H"	"3"	"BG"	421.8731507
"10"	"4"	"HI"	"1WK"	"3"	"BG"	278.2371452
"10"	"4"	"HI"	"4WK"	"3"	"BG"	560.4289656
"10"	"4"	"HI"	"PRE"	"3"	"BX"	51.34006224
"10"	"4"	"HI"	"24H"	"3"	"BX"	70.31021905
"10"	"4"	"HI"	"1WK"	"3"	"BX"	30.09718762
"10"	"4"	"HI"	"4WK"	"3"	"BX"	66.24567993
"10"	"4"	"HI"	"PRE"	"3"	"CBH"	39.20494603
"10"	"4"	"HI"	"24H"	"3"	"CBH"	0
"10"	"4"	"HI"	"1WK"	"3"	"CBH"	12.2130023
"10"	"4"	"HI"	"4WK"	"3"	"CBH"	58.72056299
"10"	"4"	"HI"	"PRE"	"3"	"LAP"	417.8615011
"10"	"4"	"HI"	"24H"	"3"	"LAP"	511.119432
"10"	"4"	"HI"	"1WK"	"3"	"LAP"	430.0431807
"10"	"4"	"HI"	"4WK"	"3"	"LAP"	530.820115
"10"	"4"	"HI"	"PRE"	"3"	"NAG"	13.07882135
"10"	"4"	"HI"	"24H"	"3"	"NAG"	40.54391355
"10"	"4"	"HI"	"1WK"	"3"	"NAG"	9.887702996
"10"	"4"	"HI"	"4WK"	"3"	"NAG"	16.87401038
"10"	"4"	"HI"	"PRE"	"3"	"PER1"	4.93791415
"10"	"4"	"HI"	"24H"	"3"	"PER1"	4.535339097
"10"	"4"	"HI"	"1WK"	"3"	"PER1"	4.6430037
"10"	"4"	"HI"	"4WK"	"3"	"PER1"	0
"10"	"4"	"HI"	"PRE"	"3"	"PEROX"	3.942885883
"10"	"4"	"HI"	"24H"	"3"	"PEROX"	5.84324368
"10"	"4"	"HI"	"1WK"	"3"	"PEROX"	3.450270795
"10"	"4"	"HI"	"4WK"	"3"	"PEROX"	0
"10"	"4"	"HI"	"PRE"	"3"	"PHENOX"	0
"10"	"4"	"HI"	"24H"	"3"	"PHENOX"	1.307904582
"10"	"4"	"HI"	"1WK"	"3"	"PHENOX"	0
"10"	"4"	"HI"	"4WK"	"3"	"PHENOX"	0.774771067
"10"	"4"	"HI"	"PRE"	"3"	"PHOS"	0
"10"	"4"	"HI"	"24H"	"3"	"PHOS"	0
"10"	"4"	"HI"	"1WK"	"3"	"PHOS"	0
"10"	"4"	"HI"	"4WK"	"3"	"PHOS"	0
"10"	"4"	"HI"	"PRE"	"4"	"AG"	17.08198009
"10"	"4"	"HI"	"24H"	"4"	"AG"	20.90141236
"10"	"4"	"HI"	"1WK"	"4"	"AG"	0
"10"	"4"	"HI"	"4WK"	"4"	"AG"	10.38055953
"10"	"4"	"HI"	"PRE"	"4"	"BG"	389.8476309
"10"	"4"	"HI"	"24H"	"4"	"BG"	234.4616078
"10"	"4"	"HI"	"1WK"	"4"	"BG"	142.8331618
"10"	"4"	"HI"	"4WK"	"4"	"BG"	396.1042401
"10"	"4"	"HI"	"PRE"	"4"	"BX"	48.1939975
"10"	"4"	"HI"	"24H"	"4"	"BX"	32.62208913
"10"	"4"	"HI"	"1WK"	"4"	"BX"	0
"10"	"4"	"HI"	"4WK"	"4"	"BX"	77.94572503
"10"	"4"	"HI"	"PRE"	"4"	"CBH"	36.91460044
"10"	"4"	"HI"	"24H"	"4"	"CBH"	0
"10"	"4"	"HI"	"1WK"	"4"	"CBH"	0
"10"	"4"	"HI"	"4WK"	"4"	"CBH"	37.84405587
"10"	"4"	"HI"	"PRE"	"4"	"LAP"	398.7957186
"10"	"4"	"HI"	"24H"	"4"	"LAP"	437.1837282
"10"	"4"	"HI"	"1WK"	"4"	"LAP"	288.2695557
"10"	"4"	"HI"	"4WK"	"4"	"LAP"	500.611128
"10"	"4"	"HI"	"PRE"	"4"	"NAG"	31.66174679
"10"	"4"	"HI"	"24H"	"4"	"NAG"	25.40443909
"10"	"4"	"HI"	"1WK"	"4"	"NAG"	0
"10"	"4"	"HI"	"4WK"	"4"	"NAG"	28.61212454
"10"	"4"	"HI"	"PRE"	"4"	"PER1"	2.936013298
"10"	"4"	"HI"	"24H"	"4"	"PER1"	2.231195761
"10"	"4"	"HI"	"1WK"	"4"	"PER1"	3.231166508
"10"	"4"	"HI"	"4WK"	"4"	"PER1"	9.261002184
"10"	"4"	"HI"	"PRE"	"4"	"PEROX"	5.196688271
"10"	"4"	"HI"	"24H"	"4"	"PEROX"	8.55850704
"10"	"4"	"HI"	"1WK"	"4"	"PEROX"	3.768302699
"10"	"4"	"HI"	"4WK"	"4"	"PEROX"	9.070178704
"10"	"4"	"HI"	"PRE"	"4"	"PHENOX"	2.260674973
"10"	"4"	"HI"	"24H"	"4"	"PHENOX"	6.327311279
"10"	"4"	"HI"	"1WK"	"4"	"PHENOX"	0.537136191
"10"	"4"	"HI"	"4WK"	"4"	"PHENOX"	0
"10"	"4"	"HI"	"PRE"	"4"	"PHOS"	0
"10"	"4"	"HI"	"24H"	"4"	"PHOS"	0
"10"	"4"	"HI"	"1WK"	"4"	"PHOS"	0
"10"	"4"	"HI"	"4WK"	"4"	"PHOS"	0
"10"	"4"	"HI"	"PRE"	"5"	"AG"	8.722358844
"10"	"4"	"HI"	"24H"	"5"	"AG"	4.389157487
"10"	"4"	"HI"	"1WK"	"5"	"AG"	0
"10"	"4"	"HI"	"4WK"	"5"	"AG"	39.95541496
"10"	"4"	"HI"	"PRE"	"5"	"BG"	462.0455081
"10"	"4"	"HI"	"24H"	"5"	"BG"	174.7157646
"10"	"4"	"HI"	"1WK"	"5"	"BG"	197.2913269
"10"	"4"	"HI"	"4WK"	"5"	"BG"	484.9269867
"10"	"4"	"HI"	"PRE"	"5"	"BX"	76.32519189
"10"	"4"	"HI"	"24H"	"5"	"BX"	15.95437623
"10"	"4"	"HI"	"1WK"	"5"	"BX"	28.12246579
"10"	"4"	"HI"	"4WK"	"5"	"BX"	103.7725415
"10"	"4"	"HI"	"PRE"	"5"	"CBH"	42.8002898
"10"	"4"	"HI"	"24H"	"5"	"CBH"	0
"10"	"4"	"HI"	"1WK"	"5"	"CBH"	0
"10"	"4"	"HI"	"4WK"	"5"	"CBH"	61.88853693
"10"	"4"	"HI"	"PRE"	"5"	"LAP"	611.1100066
"10"	"4"	"HI"	"24H"	"5"	"LAP"	353.1476856
"10"	"4"	"HI"	"1WK"	"5"	"LAP"	351.1369803
"10"	"4"	"HI"	"4WK"	"5"	"LAP"	687.3381386
"10"	"4"	"HI"	"PRE"	"5"	"NAG"	37.43731831
"10"	"4"	"HI"	"24H"	"5"	"NAG"	5.655641968
"10"	"4"	"HI"	"1WK"	"5"	"NAG"	8.315317914
"10"	"4"	"HI"	"4WK"	"5"	"NAG"	49.40991765
"10"	"4"	"HI"	"PRE"	"5"	"PER1"	5.600223566
"10"	"4"	"HI"	"24H"	"5"	"PER1"	5.690376974
"10"	"4"	"HI"	"1WK"	"5"	"PER1"	2.199500558
"10"	"4"	"HI"	"4WK"	"5"	"PER1"	0
"10"	"4"	"HI"	"PRE"	"5"	"PEROX"	9.604963612
"10"	"4"	"HI"	"24H"	"5"	"PEROX"	8.727996887
"10"	"4"	"HI"	"1WK"	"5"	"PEROX"	2.437266715
"10"	"4"	"HI"	"4WK"	"5"	"PEROX"	0
"10"	"4"	"HI"	"PRE"	"5"	"PHENOX"	4.004740045
"10"	"4"	"HI"	"24H"	"5"	"PHENOX"	3.037619913
"10"	"4"	"HI"	"1WK"	"5"	"PHENOX"	0.237766158
"10"	"4"	"HI"	"4WK"	"5"	"PHENOX"	2.901617314
"10"	"4"	"HI"	"PRE"	"5"	"PHOS"	0
"10"	"4"	"HI"	"24H"	"5"	"PHOS"	0
"10"	"4"	"HI"	"1WK"	"5"	"PHOS"	0
"10"	"4"	"HI"	"4WK"	"5"	"PHOS"	0
"11"	"4"	"LO"	"PRE"	"1"	"AG"	25.385967
"11"	"4"	"LO"	"24H"	"1"	"AG"	27.69819893
"11"	"4"	"LO"	"1WK"	"1"	"AG"	28.57934619
"11"	"4"	"LO"	"4WK"	"1"	"AG"	26.40330207
"11"	"4"	"LO"	"PRE"	"1"	"BG"	502.6635654
"11"	"4"	"LO"	"24H"	"1"	"BG"	351.7230367
"11"	"4"	"LO"	"1WK"	"1"	"BG"	424.8878006
"11"	"4"	"LO"	"4WK"	"1"	"BG"	605.6846254
"11"	"4"	"LO"	"PRE"	"1"	"BX"	72.85283169
"11"	"4"	"LO"	"24H"	"1"	"BX"	52.73932369
"11"	"4"	"LO"	"1WK"	"1"	"BX"	63.88882892
"11"	"4"	"LO"	"4WK"	"1"	"BX"	83.71472791
"11"	"4"	"LO"	"PRE"	"1"	"CBH"	43.14809877
"11"	"4"	"LO"	"24H"	"1"	"CBH"	3.191249211
"11"	"4"	"LO"	"1WK"	"1"	"CBH"	34.45921847
"11"	"4"	"LO"	"4WK"	"1"	"CBH"	66.88725442
"11"	"4"	"LO"	"PRE"	"1"	"LAP"	590.4827728
"11"	"4"	"LO"	"24H"	"1"	"LAP"	666.0211388
"11"	"4"	"LO"	"1WK"	"1"	"LAP"	552.5239914
"11"	"4"	"LO"	"4WK"	"1"	"LAP"	718.4373364
"11"	"4"	"LO"	"PRE"	"1"	"NAG"	34.36444722
"11"	"4"	"LO"	"24H"	"1"	"NAG"	8.735710888
"11"	"4"	"LO"	"1WK"	"1"	"NAG"	35.17939065
